location_id,city,state,country,postal_code,region,market
1921,Maidenhead,England,United Kingdom,,North,EU
1922,Delmenhorst,Lower Saxony,Germany,,Central,EU
1923,Miami,Florida,United States,33142.0,South,US
1924,Kingston,Ontario,Canada,,Canada,Canada
1925,Gagny,Ile-de-France,France,,Central,EU
1926,Weston-super-Mare,England,United Kingdom,,North,EU
1927,Kuala Terengganu,Trengganu,Malaysia,,Southeast Asia,APAC
1928,Emden,Lower Saxony,Germany,,Central,EU
1929,Karlsruhe,Baden-Württemberg,Germany,,Central,EU
1930,Amman,'Amman,Jordan,,EMEA,EMEA
1931,Pau,Aquitaine,France,,Central,EU
1932,Calgary,Alberta,Canada,,Canada,Canada
1933,Whitby,Ontario,Canada,,Canada,Canada
1934,Legnano,Lombardy,Italy,,South,EU
1935,Baranagar,West Bengal,India,,Central Asia,APAC
1936,Arequipa,Arequipa,Peru,,South,LATAM
1937,Gravataí,Rio Grande do Sul,Brazil,,South,LATAM
1938,Niterói,Rio de Janeiro,Brazil,,South,LATAM
1939,Avignon,Provence-Alpes-Côte d'Azur,France,,Central,EU
1940,Sanandaj,Kordestan,Iran,,EMEA,EMEA
1941,Gebze,Kocaeli,Turkey,,EMEA,EMEA
1942,Hazebrouck,Nord-Pas-de-Calais,France,,Central,EU
1943,Uppsala,Uppsala,Sweden,,North,EU
1944,Slupsk,Pomerania,Poland,,EMEA,EMEA
1945,South Bend,Indiana,United States,46614.0,Central,US
1946,Agen,Aquitaine,France,,Central,EU
1947,Wallasey,England,United Kingdom,,North,EU
1948,Ras al Khaymah,Ra's Al Khaymah,United Arab Emirates,,EMEA,EMEA
1949,Burnie,Tasmania,Australia,,Oceania,APAC
1950,Xinxiang,Henan,China,,North Asia,APAC
1951,Irun,Basque Country,Spain,,South,EU
1952,Pontianak,Kalimantan Barat,Indonesia,,Southeast Asia,APAC
1953,Roseville,Michigan,United States,48066.0,Central,US
1954,Grevenbroich,North Rhine-Westphalia,Germany,,Central,EU
1955,Hamilton,Ontario,Canada,,Canada,Canada
1956,Santa Rosa,Rio Grande do Sul,Brazil,,South,LATAM
1957,Paraná,Entre Ríos,Argentina,,South,LATAM
1958,Canton,Michigan,United States,48187.0,Central,US
1959,Guildford,England,United Kingdom,,North,EU
1960,Ruda Slaska,Silesia,Poland,,EMEA,EMEA
1961,Six-Fours-les-Plages,Provence-Alpes-Côte d'Azur,France,,Central,EU
1962,Murray,Kentucky,United States,42071.0,South,US
1963,Salvador,Bahia,Brazil,,South,LATAM
1964,Luton,England,United Kingdom,,North,EU
1965,Cottbus,Brandenburg,Germany,,Central,EU
1966,Kilwinning,Scotland,United Kingdom,,North,EU
1967,Neijiang,Sichuan,China,,North Asia,APAC
1968,Shkoder,Shkodër,Albania,,EMEA,EMEA
1969,Abadan,Khuzestan,Iran,,EMEA,EMEA
1970,Overland Park,Kansas,United States,66212.0,Central,US
1971,Cainta,Calabarzon,Philippines,,Southeast Asia,APAC
1972,Velsen,North Holland,Netherlands,,Central,EU
1973,Ahvaz,Khuzestan,Iran,,EMEA,EMEA
1974,Lawton,Oklahoma,United States,73505.0,Central,US
1975,Paterson,New Jersey,United States,7501.0,East,US
1976,Jamnagar,Gujarat,India,,Central Asia,APAC
1977,Gothenburg,Västra Götaland,Sweden,,North,EU
1978,Durban,Kwazulu-natal,South Africa,,Africa,Africa
1979,Cárdenas,Matanzas,Cuba,,Caribbean,LATAM
1980,Rheine,North Rhine-Westphalia,Germany,,Central,EU
1981,Maracaibo,Zulia,Venezuela,,South,LATAM
1982,Tourcoing,Nord-Pas-de-Calais,France,,Central,EU
1983,Saint Peters,Missouri,United States,63376.0,Central,US
1984,Guanambi,Bahia,Brazil,,South,LATAM
1985,Sukkur,Sindh,Pakistan,,Central Asia,APAC
1986,Firminy,Rhône-Alpes,France,,Central,EU
1987,Las Rozas de Madrid,Madrid,Spain,,South,EU
1988,Moradabad,Uttar Pradesh,India,,Central Asia,APAC
1989,Shinyanga,Shinyanga,Tanzania,,Africa,Africa
1990,Chisinau,Chisinau,Moldova,,EMEA,EMEA
1991,Lakewood,California,United States,90712.0,West,US
1992,Sakai,Ibaraki,Japan,,North Asia,APAC
1993,Barreiras,Bahia,Brazil,,South,LATAM
1994,Ajaccio,Corsica,France,,Central,EU
1995,Meyzieu,Rhône-Alpes,France,,Central,EU
1996,Batman,Batman,Turkey,,EMEA,EMEA
1997,La Crosse,Wisconsin,United States,54601.0,Central,US
1998,Bukavu,South Kivu,Democratic Republic of the Congo,,Africa,Africa
1999,San Rafael,Mendoza,Argentina,,South,LATAM
2000,Gorgan,Golestan,Iran,,EMEA,EMEA
2001,Woodstock,Georgia,United States,30188.0,South,US
2002,Brescia,Lombardy,Italy,,South,EU
2003,Heidelberg,Baden-Württemberg,Germany,,Central,EU
2004,Haguenau,Alsace,France,,Central,EU
2005,Jos,Plateau,Nigeria,,Africa,Africa
2006,Punta Arenas,Magallanes y Antártica Chilena,Chile,,South,LATAM
2007,Galway,Galway,Ireland,,North,EU
2008,Wenzhou,Zhejiang,China,,North Asia,APAC
2009,Targu Jiu,Gorj,Romania,,EMEA,EMEA
2010,Ingolstadt,Bavaria,Germany,,Central,EU
2011,Wheeling,West Virginia,United States,26003.0,East,US
2012,Southaven,Mississippi,United States,38671.0,South,US
2013,Neiva,Huila,Colombia,,South,LATAM
2014,Savigny-le-Temple,Ile-de-France,France,,Central,EU
2015,Tarragona,Catalonia,Spain,,South,EU
2016,Pingdingshan,Henan,China,,North Asia,APAC
2017,Canoas,Rio Grande do Sul,Brazil,,South,LATAM
2018,Timisoara,Timis,Romania,,EMEA,EMEA
2019,Stralsund,Mecklenburg-Vorpommern,Germany,,Central,EU
2020,Ceuta,Ceuta,Spain,,South,EU
2021,Varna,Varna,Bulgaria,,EMEA,EMEA
2022,Nevsehir,Nevsehir,Turkey,,EMEA,EMEA
2023,Guanajuato,Guanajuato,Mexico,,North,LATAM
2024,Takestan,Qazvin,Iran,,EMEA,EMEA
2025,Quilmes,Provincia de Buenos Aires,Argentina,,South,LATAM
2026,Rio Branco,Acre,Brazil,,South,LATAM
2027,Salem,Oregon,United States,97301.0,West,US
2028,Delgado,San Salvador,El Salvador,,Central,LATAM
2029,Bistrita,Bistrita-Nasaud,Romania,,EMEA,EMEA
2030,Angeles City,Central Luzon,Philippines,,Southeast Asia,APAC
2031,Gelsenkirchen,North Rhine-Westphalia,Germany,,Central,EU
2032,Huancayo,Junín,Peru,,South,LATAM
2033,Vallejo,California,United States,94591.0,West,US
2034,Amersfoort,Utrecht,Netherlands,,Central,EU
2035,Camarillo,California,United States,93010.0,West,US
2036,Linyi,Shandong,China,,North Asia,APAC
2037,Kherson,Kherson,Ukraine,,EMEA,EMEA
2038,Girona,Catalonia,Spain,,South,EU
2039,Dorsten,North Rhine-Westphalia,Germany,,Central,EU
2040,Kirovohrad,Kirovohrad,Ukraine,,EMEA,EMEA
2041,Moca,Espaillat,Dominican Republic,,Caribbean,LATAM
2042,Berdyans'k,Zaporizhzhya,Ukraine,,EMEA,EMEA
2043,Osasco,São Paulo,Brazil,,South,LATAM
2044,Cerignola,Apulia,Italy,,South,EU
2045,Borazjan,Bushehr,Iran,,EMEA,EMEA
2046,Wels,Upper Austria,Austria,,Central,EU
2047,Mission Viejo,California,United States,92691.0,West,US
2048,Berne,Bern,Switzerland,,Central,EU
2049,Surubim,Pernambuco,Brazil,,South,LATAM
2050,Woodbury,Minnesota,United States,55125.0,Central,US
2051,Jammu,Jammu and Kashmir,India,,Central Asia,APAC
2052,Des Plaines,Illinois,United States,60016.0,Central,US
2053,Man,Dix-Huit Montagnes,Cote d'Ivoire,,Africa,Africa
2054,Saint-Malo,Brittany,France,,Central,EU
2055,Ebolowa,Sud,Cameroon,,Africa,Africa
2056,Djougou,Donga,Benin,,Africa,Africa
2057,Thies Nones,Thies,Senegal,,Africa,Africa
2058,Pilar,Alagoas,Brazil,,South,LATAM
2059,Batna,Batna,Algeria,,Africa,Africa
2060,Roseville,California,United States,95661.0,West,US
2061,Villenave-d'Ornon,Aquitaine,France,,Central,EU
2062,Passaic,New Jersey,United States,7055.0,East,US
2063,Wakefield,England,United Kingdom,,North,EU
2064,Norderstedt,Schleswig-Holstein,Germany,,Central,EU
2065,Saint-Michel-sur-Orge,Ile-de-France,France,,Central,EU
2066,Samobor,Zagrebacka,Croatia,,EMEA,EMEA
2067,Regina,Saskatchewan,Canada,,Canada,Canada
2068,Changsha,Hunan,China,,North Asia,APAC
2069,Dearborn Heights,Michigan,United States,48127.0,Central,US
2070,Twin Falls,Idaho,United States,83301.0,West,US
2071,Les Clayes-sous-Bois,Ile-de-France,France,,Central,EU
2072,Yongchuan,Chongqing,China,,North Asia,APAC
2073,Melun,Ile-de-France,France,,Central,EU
2074,Chemnitz,Saxony,Germany,,Central,EU
2075,Rotterdam,South Holland,Netherlands,,Central,EU
2076,Koblenz,Rhineland-Palatinate,Germany,,Central,EU
2077,Binjai,Sumatera Utara,Indonesia,,Southeast Asia,APAC
2078,Yuma,Arizona,United States,85364.0,West,US
2079,Wadi as Sir,'Amman,Jordan,,EMEA,EMEA
2080,Hagen,North Rhine-Westphalia,Germany,,Central,EU
2081,Zahedan,Sistan Va Baluchestan,Iran,,EMEA,EMEA
2082,Heyuan,Guangdong,China,,North Asia,APAC
2083,Halesowen,England,United Kingdom,,North,EU
2084,Pingnan,Guangxi,China,,North Asia,APAC
2085,Lubango,Huila,Angola,,Africa,Africa
2086,Ceyhan,Adana,Turkey,,EMEA,EMEA
2087,Mount Pleasant,South Carolina,United States,29464.0,South,US
2088,Xingtai,Hebei,China,,North Asia,APAC
2089,Bandar Abbas,Hormozgan,Iran,,EMEA,EMEA
2090,Gonaïves,Artibonite,Haiti,,Caribbean,LATAM
2091,Wilmington,North Carolina,United States,28403.0,South,US
2092,Chieti,Abruzzi,Italy,,South,EU
2093,Auxerre,Burgundy,France,,Central,EU
2094,Rio Rancho,New Mexico,United States,87124.0,West,US
2095,Gradignan,Aquitaine,France,,Central,EU
2096,Trenton,Michigan,United States,48183.0,Central,US
2097,Satu Mare,Satu Mare,Romania,,EMEA,EMEA
2098,Badalona,Catalonia,Spain,,South,EU
2099,Bornova,Izmir,Turkey,,EMEA,EMEA
2100,Tripoli,North Lebanon,Lebanon,,EMEA,EMEA
2101,Lincoln,England,United Kingdom,,North,EU
2102,Washington,England,United Kingdom,,North,EU
2103,Monroe,Louisiana,United States,71203.0,South,US
2104,Lake Forest,California,United States,92630.0,West,US
2105,Winterthur,Zürich,Switzerland,,Central,EU
2106,Caen,Lower Normandy,France,,Central,EU
2107,Araranguá,Santa Catarina,Brazil,,South,LATAM
2108,Frontignan,Languedoc-Roussillon,France,,Central,EU
2109,Piedras Negras,Coahuila,Mexico,,North,LATAM
2110,Huangshan,Anhui,China,,North Asia,APAC
2111,Derbent,Dagestan,Russia,,EMEA,EMEA
2112,Wheeling,Illinois,United States,60090.0,Central,US
2113,Ramnicu Valcea,Valcea,Romania,,EMEA,EMEA
2114,Reading,Pennsylvania,United States,19601.0,East,US
2115,Hod HaSharon,Central,Israel,,EMEA,EMEA
2116,Hesperia,California,United States,92345.0,West,US
2117,Kisangani,Orientale,Democratic Republic of the Congo,,Africa,Africa
2118,Gladstone,Queensland,Australia,,Oceania,APAC
2119,Santos,São Paulo,Brazil,,South,LATAM
2120,Pertuis,Provence-Alpes-Côte d'Azur,France,,Central,EU
2121,Mont-Saint-Aignan,Upper Normandy,France,,Central,EU
2122,Le Pontet,Provence-Alpes-Côte d'Azur,France,,Central,EU
2123,Zhuzhou,Hunan,China,,North Asia,APAC
2124,Colomiers,Midi-Pyrénées,France,,Central,EU
2125,Cessnock,New South Wales,Australia,,Oceania,APAC
2126,Nanyang,Henan,China,,North Asia,APAC
2127,Pasto,Nariño,Colombia,,South,LATAM
2128,San Bernardino,California,United States,92404.0,West,US
2129,Apopka,Florida,United States,32712.0,South,US
2130,Barika,Batna,Algeria,,Africa,Africa
2131,Fuzhou,Fujian,China,,North Asia,APAC
2132,Taytay,Calabarzon,Philippines,,Southeast Asia,APAC
2133,Ermont,Ile-de-France,France,,Central,EU
2134,Zhoukou,Henan,China,,North Asia,APAC
2135,Les Mureaux,Ile-de-France,France,,Central,EU
2136,Quchan,Razavi Khorasan,Iran,,EMEA,EMEA
2137,Miramar,Tamaulipas,Mexico,,North,LATAM
2138,K'ut'aisi,Imereti,Georgia,,EMEA,EMEA
2139,Cartagena,Murcia,Spain,,South,EU
2140,Myslowice,Silesia,Poland,,EMEA,EMEA
2141,Rivne,Rivne,Ukraine,,EMEA,EMEA
2142,Emmen,Drenthe,Netherlands,,Central,EU
2143,Chenzhou,Hunan,China,,North Asia,APAC
2144,Revere,Massachusetts,United States,2151.0,East,US
2145,Siedlce,Masovia,Poland,,EMEA,EMEA
2146,Shuangyashan,Heilongjiang,China,,North Asia,APAC
2147,Paracatu,Minas Gerais,Brazil,,South,LATAM
2148,Aew?l-li,Jeju,South Korea,,North Asia,APAC
2149,Quibdó,Chocó,Colombia,,South,LATAM
2150,Budënnovsk,Stavropol',Russia,,EMEA,EMEA
2151,Burgas,Burgas,Bulgaria,,EMEA,EMEA
2152,Zlatoust,Chelyabinsk,Russia,,EMEA,EMEA
2153,Vitória,Espírito Santo,Brazil,,South,LATAM
2154,Jalalabad,Nangarhar,Afghanistan,,Central Asia,APAC
2155,Sabadell,Catalonia,Spain,,South,EU
2156,Presidente Prudente,São Paulo,Brazil,,South,LATAM
2157,Garoua,Nord,Cameroon,,Africa,Africa
2158,Kolwezi,Katanga,Democratic Republic of the Congo,,Africa,Africa
2159,San Fernando,Andalusía,Spain,,South,EU
2160,Verviers,Liège,Belgium,,Central,EU
2161,Wichita,Kansas,United States,67212.0,Central,US
2162,Eugene,Oregon,United States,97405.0,West,US
2163,Saharanpur,Uttar Pradesh,India,,Central Asia,APAC
2164,Cremona,Lombardy,Italy,,South,EU
2165,Duque de Caxias,Rio de Janeiro,Brazil,,South,LATAM
2166,Warsaw,Masovia,Poland,,EMEA,EMEA
2167,Bakersfield,California,United States,93309.0,West,US
2168,Lajeado,Rio Grande do Sul,Brazil,,South,LATAM
2169,Plzen,Plzen,Czech Republic,,EMEA,EMEA
2170,Mazyr,Homyel',Belarus,,EMEA,EMEA
2171,Getafe,Madrid,Spain,,South,EU
2172,Tongliao,Inner Mongolia,China,,North Asia,APAC
2173,San Cristóbal de Las Casas,Chiapas,Mexico,,North,LATAM
2174,Mentor,Ohio,United States,44060.0,East,US
2175,Bursa,Bursa,Turkey,,EMEA,EMEA
2176,Gaspar,Santa Catarina,Brazil,,South,LATAM
2177,Daegu,Daegu,South Korea,,North Asia,APAC
2178,Betim,Minas Gerais,Brazil,,South,LATAM
2179,Goulburn,New South Wales,Australia,,Oceania,APAC
2180,Rolândia,Parana,Brazil,,South,LATAM
2181,Laohekou,Hubei,China,,North Asia,APAC
2182,Blackburn,England,United Kingdom,,North,EU
2183,Doetinchem,Gelderland,Netherlands,,Central,EU
2184,Botosani,Botosani,Romania,,EMEA,EMEA
2185,Beni Suef,Bani Suwayf,Egypt,,Africa,Africa
2186,Tarbes,Midi-Pyrénées,France,,Central,EU
2187,Modica,Sicily,Italy,,South,EU
2188,Grand Prairie,Texas,United States,75051.0,Central,US
2189,Manzini,Manzini,Swaziland,,Africa,Africa
2190,Port Arthur,Texas,United States,77642.0,Central,US
2191,San Francisco del Rincón,Guanajuato,Mexico,,North,LATAM
2192,Chatou,Ile-de-France,France,,Central,EU
2193,Akron,Ohio,United States,44312.0,East,US
2194,Novara,Piedmont,Italy,,South,EU
2195,Broomfield,Colorado,United States,80020.0,West,US
2196,Capelle aan den IJssel,South Holland,Netherlands,,Central,EU
2197,Francisco Morato,São Paulo,Brazil,,South,LATAM
2198,Torquay,Queensland,Australia,,Oceania,APAC
2199,Stellenbosch,Western Cape,South Africa,,Africa,Africa
2200,La Porte,Indiana,United States,46350.0,Central,US
2201,Bar-le-Duc,Lorraine,France,,Central,EU
2202,Jundiaí,São Paulo,Brazil,,South,LATAM
2203,Cuautitlán,México,Mexico,,North,LATAM
2204,Palencia,Castile and León,Spain,,South,EU
2205,Enugu,Enugu,Nigeria,,Africa,Africa
2206,Idfu,Aswan,Egypt,,Africa,Africa
2207,Buffalo Grove,Illinois,United States,60089.0,Central,US
2208,Woodstock,Illinois,United States,60098.0,Central,US
2209,Manzanillo,Colima,Mexico,,North,LATAM
2210,Recife,Pernambuco,Brazil,,South,LATAM
2211,Bedford,England,United Kingdom,,North,EU
2212,Mbinga,Ruvuma,Tanzania,,Africa,Africa
2213,Monroe,North Carolina,United States,28110.0,South,US
2214,Bamenda,Nord-Ouest,Cameroon,,Africa,Africa
2215,Heilbronn,Baden-Württemberg,Germany,,Central,EU
2216,Puerto Vallarta,Jalisco,Mexico,,North,LATAM
2217,Qiqihar,Heilongjiang,China,,North Asia,APAC
2218,Sarcelles,Ile-de-France,France,,Central,EU
2219,Carvin,Nord-Pas-de-Calais,France,,Central,EU
2220,Latina,Lazio,Italy,,South,EU
2221,Purwokerto,Jawa Tengah,Indonesia,,Southeast Asia,APAC
2222,Rochester,Minnesota,United States,55901.0,Central,US
2223,Torre del Greco,Campania,Italy,,South,EU
2224,Diyarbakir,Diyarbakir,Turkey,,EMEA,EMEA
2225,Mitry-Mory,Ile-de-France,France,,Central,EU
2226,Srinagar,Uttarakhand,India,,Central Asia,APAC
2227,Targu Mures,Mures,Romania,,EMEA,EMEA
2228,Chaguanas,Chaguanas,Trinidad and Tobago,,Caribbean,LATAM
2229,Utica,New York,United States,13501.0,East,US
2230,Los Patios,Norte de Santander,Colombia,,South,LATAM
2231,Anápolis,Goiás,Brazil,,South,LATAM
2232,Orlando,Florida,United States,32839.0,South,US
2233,Bournemouth,England,United Kingdom,,North,EU
2234,Porto Alegre,Rio Grande do Sul,Brazil,,South,LATAM
2235,São José dos Campos,São Paulo,Brazil,,South,LATAM
2236,Pico Rivera,California,United States,90660.0,West,US
2237,Taiping,Perak,Malaysia,,Southeast Asia,APAC
2238,Andradina,São Paulo,Brazil,,South,LATAM
2239,Erfurt,Thuringia,Germany,,Central,EU
2240,Olympia,Washington,United States,98502.0,West,US
2241,Vacaville,California,United States,95687.0,West,US
2242,Tigard,Oregon,United States,97224.0,West,US
2243,Stockton,California,United States,95207.0,West,US
2244,Vratsa,Vratsa,Bulgaria,,EMEA,EMEA
2245,Valle de La Pascua,Guárico,Venezuela,,South,LATAM
2246,Talavera de la Reina,Castile-La Mancha,Spain,,South,EU
2247,Hempstead,New York,United States,11550.0,East,US
2248,Montecatini Terme,Tuscany,Italy,,South,EU
2249,Guayana,Bolivar,Venezuela,,South,LATAM
2250,Gladstone,Missouri,United States,64118.0,Central,US
2251,Yingcheng,Hubei,China,,North Asia,APAC
2252,Tuxtla Gutiérrez,Chiapas,Mexico,,North,LATAM
2253,Pasig,National Capital,Philippines,,Southeast Asia,APAC
2254,Pucallpa,Ucayali,Peru,,South,LATAM
2255,Johnson City,Tennessee,United States,37604.0,South,US
2256,Richmond Hill,Ontario,Canada,,Canada,Canada
2257,Capua,Campania,Italy,,South,EU
2258,San Juan del Río,Querétaro,Mexico,,North,LATAM
2259,Chincha Alta,Ica,Peru,,South,LATAM
2260,Oceanside,California,United States,92054.0,West,US
2261,Sousa,Paraíba,Brazil,,South,LATAM
2262,Norwich,England,United Kingdom,,North,EU
2263,Boscoreale,Campania,Italy,,South,EU
2264,Friedrichshafen,Baden-Württemberg,Germany,,Central,EU
2265,Namangan,Namangan,Uzbekistan,,EMEA,EMEA
2266,Yacuiba,Tarija,Bolivia,,South,LATAM
2267,La Pintana,Santiago,Chile,,South,LATAM
2268,Corbeil-Essonnes,Ile-de-France,France,,Central,EU
2269,Anglet,Aquitaine,France,,Central,EU
2270,Bertoua,Est,Cameroon,,Africa,Africa
2271,Teresina,Piauí,Brazil,,South,LATAM
2272,El Progreso,Yoro,Honduras,,Central,LATAM
2273,Kikwit,Bandundu,Democratic Republic of the Congo,,Africa,Africa
2274,Giyani,Limpopo,South Africa,,Africa,Africa
2275,Girón,Santander,Colombia,,South,LATAM
2276,Holon,Tel Aviv,Israel,,EMEA,EMEA
2277,Altamira,Pará,Brazil,,South,LATAM
2278,Oak Park,Michigan,United States,48237.0,Central,US
2279,Cabo Frio,Rio de Janeiro,Brazil,,South,LATAM
2280,Moulins,Auvergne,France,,Central,EU
2281,Stockport,England,United Kingdom,,North,EU
2282,Amatitlán,Guatemala,Guatemala,,Central,LATAM
2283,Eau Claire,Wisconsin,United States,54703.0,Central,US
2284,Hove,England,United Kingdom,,North,EU
2285,Kartal,Istanbul,Turkey,,EMEA,EMEA
2286,York,Pennsylvania,United States,17403.0,East,US
2287,Ibadan,Oyo,Nigeria,,Africa,Africa
2288,Jacareí,São Paulo,Brazil,,South,LATAM
2289,Marl,North Rhine-Westphalia,Germany,,Central,EU
2290,Bonneuil-sur-Marne,Ile-de-France,France,,Central,EU
2291,Skokie,Illinois,United States,60076.0,Central,US
2292,Abha,'Asir,Saudi Arabia,,EMEA,EMEA
2293,Tanga,Tanga,Tanzania,,Africa,Africa
2294,Eastbourne,England,United Kingdom,,North,EU
2295,Tahta,Suhaj,Egypt,,Africa,Africa
2296,Orsha,Vitsyebsk,Belarus,,EMEA,EMEA
2297,Ibb,Ibb,Yemen,,EMEA,EMEA
2298,Passos,Minas Gerais,Brazil,,South,LATAM
2299,Cherbourg-Octeville,Lower Normandy,France,,Central,EU
2300,Temixco,Morelos,Mexico,,North,LATAM
2301,Oswego,Illinois,United States,60543.0,Central,US
2302,Rottingdean,England,United Kingdom,,North,EU
2303,Hailin,Heilongjiang,China,,North Asia,APAC
2304,Salinas,California,United States,93905.0,West,US
2305,Agadir,Souss-Massa-Draâ,Morocco,,Africa,Africa
2306,Castelnau-le-Lez,Languedoc-Roussillon,France,,Central,EU
2307,Roman,Neamt,Romania,,EMEA,EMEA
2308,Costa Mesa,California,United States,92627.0,West,US
2309,Chernihiv,Chernihiv,Ukraine,,EMEA,EMEA
2310,Livingstone,Southern,Zambia,,Africa,Africa
2311,Superior,Wisconsin,United States,54880.0,Central,US
2312,Whittier,California,United States,90604.0,West,US
2313,Kisumu,Nyanza,Kenya,,Africa,Africa
2314,Constantine,Constantine,Algeria,,Africa,Africa
2315,Kindu,Maniema,Democratic Republic of the Congo,,Africa,Africa
2316,Damanhur,Al Buhayrah,Egypt,,Africa,Africa
2317,Minuf,Al Minufiyah,Egypt,,Africa,Africa
2318,Cherkasy,Cherkasy,Ukraine,,EMEA,EMEA
2319,Bolu,Bolu,Turkey,,EMEA,EMEA
2320,Morgan Hill,California,United States,95037.0,West,US
2321,Kota,Rajasthan,India,,Central Asia,APAC
2322,Hisar,Haryana,India,,Central Asia,APAC
2323,Carol Stream,Illinois,United States,60188.0,Central,US
2324,Chartres,Centre,France,,Central,EU
2325,Lubbock,Texas,United States,79424.0,Central,US
2326,Guiping,Guangxi,China,,North Asia,APAC
2327,Shijiazhuang,Hebei,China,,North Asia,APAC
2328,Callao,Callao,Peru,,South,LATAM
2329,Yokkaichi,Oita,Japan,,North Asia,APAC
2330,Osh,Osh,Kyrgyzstan,,EMEA,EMEA
2331,Rochdale,England,United Kingdom,,North,EU
2332,Salina Cruz,Oaxaca,Mexico,,North,LATAM
2333,Villingen-Schwenningen,Baden-Württemberg,Germany,,Central,EU
2334,Huadian,Jilin,China,,North Asia,APAC
2335,Catia La Mar,Vargas,Venezuela,,South,LATAM
2336,Cholet,Pays de la Loire,France,,Central,EU
2337,Bucheon,Gyeonggi,South Korea,,North Asia,APAC
2338,Fontenay-sous-Bois,Ile-de-France,France,,Central,EU
2339,Hollywood,Florida,United States,33021.0,South,US
2340,Nacka,Stockholm,Sweden,,North,EU
2341,Cannes,Provence-Alpes-Côte d'Azur,France,,Central,EU
2342,Calamba,Calabarzon,Philippines,,Southeast Asia,APAC
2343,La Madeleine,Nord-Pas-de-Calais,France,,Central,EU
2344,Livingston,Scotland,United Kingdom,,North,EU
2345,Boa Vista,Roraima,Brazil,,South,LATAM
2346,Pine Bluff,Arkansas,United States,71603.0,South,US
2347,Ad Diwem,White Nile,Sudan,,Africa,Africa
2348,Karimnagar,Telangana,India,,Central Asia,APAC
2349,Herat,Hirat,Afghanistan,,Central Asia,APAC
2350,Takatsuki,Osaka,Japan,,North Asia,APAC
2351,Clifton,New Jersey,United States,7011.0,East,US
2352,Angarsk,Irkutsk,Russia,,EMEA,EMEA
2353,Gallarate,Lombardy,Italy,,South,EU
2354,Chetumal,Quintana Roo,Mexico,,North,LATAM
2355,Franklin,Tennessee,United States,37064.0,South,US
2356,Bangor,Maine,United States,4401.0,East,US
2357,Zaanstad,North Holland,Netherlands,,Central,EU
2358,Mishawaka,Indiana,United States,46544.0,Central,US
2359,Horlivka,Donetsk,Ukraine,,EMEA,EMEA
2360,São Miguel dos Campos,Alagoas,Brazil,,South,LATAM
2361,Tamale,Northern,Ghana,,Africa,Africa
2362,Salon-de-Provence,Provence-Alpes-Côte d'Azur,France,,Central,EU
2363,Cognac,Poitou-Charentes,France,,Central,EU
2364,Plovdiv,Plovdiv,Bulgaria,,EMEA,EMEA
2365,Halluin,Nord-Pas-de-Calais,France,,Central,EU
2366,Hereford,England,United Kingdom,,North,EU
2367,Huzhou,Zhejiang,China,,North Asia,APAC
2368,Recklinghausen,North Rhine-Westphalia,Germany,,Central,EU
2369,Portoviejo,Manabi,Ecuador,,South,LATAM
2370,Ngaoundere,Adamaoua,Cameroon,,Africa,Africa
2371,São Leopoldo,Rio Grande do Sul,Brazil,,South,LATAM
2372,Pistoia,Tuscany,Italy,,South,EU
2373,Rubí,Catalonia,Spain,,South,EU
2374,Hechuan,Chongqing,China,,North Asia,APAC
2375,Radom,Masovia,Poland,,EMEA,EMEA
2376,Esenyurt,Istanbul,Turkey,,EMEA,EMEA
2377,Bergamo,Lombardy,Italy,,South,EU
2378,Diadema,São Paulo,Brazil,,South,LATAM
2379,Vanves,Ile-de-France,France,,Central,EU
2380,Moshi,Kilimanjaro,Tanzania,,Africa,Africa
2381,Jaú,São Paulo,Brazil,,South,LATAM
2382,Caçador,Santa Catarina,Brazil,,South,LATAM
2383,Murrieta,California,United States,92563.0,West,US
2384,La Paz,La Paz,Bolivia,,South,LATAM
2385,San Jose del Monte,Central Luzon,Philippines,,Southeast Asia,APAC
2386,Moorhead,Minnesota,United States,56560.0,Central,US
2387,Lorena,São Paulo,Brazil,,South,LATAM
2388,Northwich,England,United Kingdom,,North,EU
2389,Warangal,Telangana,India,,Central Asia,APAC
2390,Polatli,Ankara,Turkey,,EMEA,EMEA
2391,Dunstable,England,United Kingdom,,North,EU
2392,Ashgabat,Ashgabat,Turkmenistan,,EMEA,EMEA
2393,Florencia,Caquetá,Colombia,,South,LATAM
2394,Dhule,Maharashtra,India,,Central Asia,APAC
2395,Najafabad,Esfahan,Iran,,EMEA,EMEA
2396,Belfort,Franche-Comté,France,,Central,EU
2397,Santa Maria,California,United States,93454.0,West,US
2398,Carlsbad,New Mexico,United States,88220.0,West,US
2399,Lagos de Moreno,Jalisco,Mexico,,North,LATAM
2400,Pontault-Combault,Ile-de-France,France,,Central,EU
2401,Bryan,Texas,United States,77803.0,Central,US
2402,Turgutlu,Manisa,Turkey,,EMEA,EMEA
2403,Athens,Georgia,United States,30605.0,South,US
2404,Pesaro,Marche,Italy,,South,EU
2405,Saint Petersburg,Florida,United States,33710.0,South,US
2406,Quincy,Massachusetts,United States,2169.0,East,US
2407,Iasi,Iasi,Romania,,EMEA,EMEA
2408,Mossoró,Rio Grande do Norte,Brazil,,South,LATAM
2409,Friedberg,Hesse,Germany,,Central,EU
2410,Lancaster,Pennsylvania,United States,17602.0,East,US
