order_id,order_date,ship_date,ship_mode,order_priority,customer_id
IT-2012-4812694,2022-09-10,2022-09-17,Standard Class,Medium,RB-19330
ES-2013-2229801,2023-09-17,2023-09-19,Second Class,High,KC-16540
CA-2011-112326,2021-01-05,2021-01-09,Standard Class,High,PO-19195
UP-2012-5960,2022-10-31,2022-11-01,First Class,Critical,TS-11655
MX-2014-116176,2024-07-08,2024-07-14,Standard Class,Medium,CP-12085
ES-2011-3897276,2021-12-01,2021-12-05,Standard Class,Medium,NF-18475
IT-2012-5141433,2022-03-06,2022-03-08,First Class,Critical,AG-10390
ES-2014-3031425,2024-08-04,2024-08-09,Standard Class,Medium,MV-17485
CA-2013-113733,2023-12-09,2023-12-13,Standard Class,High,LH-16900
NG-2012-9240,2022-07-14,2022-07-15,First Class,High,NB-8580
IR-2011-7290,2021-03-28,2021-03-29,Same Day,High,RA-9285
IN-2014-78228,2024-12-31,2025-01-06,Standard Class,Medium,MH-17785
IN-2012-16572,2022-11-14,2022-11-19,Standard Class,High,GM-14440
ID-2013-22445,2023-06-13,2023-06-15,First Class,Critical,AB-10600
CA-2012-129476,2022-10-15,2022-10-20,Standard Class,Medium,PA-19060
MX-2013-122371,2023-07-09,2023-07-14,Standard Class,Medium,LB-16735
ES-2011-1210983,2021-07-14,2021-07-20,Standard Class,Medium,PW-19030
ES-2014-2221182,2024-11-20,2024-11-23,First Class,High,SV-20815
ID-2011-20989,2021-04-26,2021-04-27,First Class,High,JM-15580
SA-2014-5160,2024-09-11,2024-09-16,Standard Class,Medium,JO-5550
ES-2011-4335650,2021-12-29,2022-01-04,Standard Class,Low,EC-14050
ES-2013-1128924,2023-09-04,2023-09-08,Standard Class,High,MV-18190
ES-2012-5402571,2022-11-07,2022-11-11,Standard Class,High,JK-15370
IN-2014-19673,2024-03-21,2024-03-24,Second Class,High,NH-18610
MX-2011-146262,2021-10-27,2021-10-29,Second Class,High,SS-20140
CA-2014-106831,2024-06-02,2024-06-04,First Class,Critical,FH-14350
MX-2014-125633,2024-09-18,2024-09-25,Standard Class,Medium,WB-21850
MX-2014-151771,2024-11-12,2024-11-16,Standard Class,High,RR-19525
ES-2013-2989764,2023-01-30,2023-02-02,Second Class,Medium,LC-17050
ES-2012-5103176,2022-10-19,2022-10-21,Second Class,High,MG-17695
ES-2012-2597613,2022-12-12,2022-12-15,First Class,High,SB-20185
US-2014-151316,2024-06-25,2024-07-01,Standard Class,Medium,MC-17635
MX-2011-144022,2021-12-13,2021-12-15,Second Class,High,BO-11350
ES-2012-4959803,2022-01-25,2022-01-29,Standard Class,Medium,KB-16405
IN-2011-76821,2021-08-03,2021-08-08,Standard Class,Medium,GG-14650
CA-2014-149888,2024-11-08,2024-11-14,Standard Class,Medium,EP-13915
IZ-2013-5620,2023-06-25,2023-06-27,Second Class,High,AG-495
MX-2011-106117,2021-09-23,2021-09-26,First Class,High,LW-17215
ID-2014-57739,2024-05-27,2024-06-02,Standard Class,Low,SG-20605
IN-2012-23551,2022-12-15,2022-12-17,Second Class,High,KE-16420
ID-2012-53560,2022-05-08,2022-05-12,Standard Class,High,JE-15715
CA-2012-145835,2022-05-13,2022-05-18,Second Class,Medium,BF-11170
SA-2013-8590,2023-04-10,2023-04-14,Standard Class,High,NF-8385
ES-2013-2824939,2023-09-27,2023-10-03,Standard Class,Medium,PM-19135
IN-2012-32280,2022-10-15,2022-10-20,Standard Class,Medium,WB-21850
IN-2013-60364,2023-04-10,2023-04-16,Standard Class,Medium,ML-17755
IN-2014-84304,2024-10-22,2024-10-26,Standard Class,High,TN-21040
US-2014-148054,2024-10-07,2024-10-12,Standard Class,Medium,NZ-18565
IN-2011-74994,2021-05-26,2021-05-31,Standard Class,Medium,AG-10495
IN-2014-39714,2024-10-06,2024-10-11,Standard Class,High,GT-14755
CA-2011-163293,2021-09-08,2021-09-11,First Class,Medium,KC-16255
US-2011-124625,2021-11-03,2021-11-07,Standard Class,High,SP-20650
RS-2011-2830,2021-11-14,2021-11-15,First Class,Critical,RH-9510
MG-2013-4020,2023-12-14,2023-12-18,Standard Class,Medium,VB-11745
MX-2013-144995,2023-12-02,2023-12-06,Standard Class,Medium,BP-11290
MX-2014-124359,2024-12-30,2025-01-03,Standard Class,Medium,JB-16000
MX-2013-118255,2023-09-04,2023-09-08,Second Class,Medium,SW-20755
EG-2013-2370,2023-01-30,2023-02-03,Standard Class,High,CK-2325
NI-2014-9900,2024-04-23,2024-04-26,First Class,High,SN-10710
ES-2014-2301611,2024-03-15,2024-03-21,Standard Class,Medium,DK-12835
ID-2013-79964,2023-01-05,2023-01-06,First Class,Medium,RS-19765
IN-2012-61022,2022-10-02,2022-10-05,Second Class,High,MJ-17740
ID-2012-86607,2022-02-20,2022-02-24,Second Class,Medium,KL-16645
CA-2013-137729,2023-05-06,2023-05-10,Standard Class,Medium,BF-11005
MX-2012-155047,2022-10-15,2022-10-20,Standard Class,Medium,KW-16570
US-2014-127586,2024-06-18,2024-06-22,Standard Class,Medium,TS-21370
IN-2011-55275,2021-11-08,2021-11-11,First Class,Medium,NP-18700
CA-2014-122770,2024-12-14,2024-12-19,Standard Class,Medium,EP-13915
CG-2014-3960,2024-06-11,2024-06-16,Standard Class,Medium,AF-885
CA-2014-2000,2024-01-07,2024-01-11,Standard Class,Medium,DB-3120
ES-2012-4556851,2022-06-19,2022-06-21,First Class,High,IG-15085
CA-2013-164091,2023-09-18,2023-09-23,Standard Class,Medium,LA-16780
CA-2013-149503,2023-12-10,2023-12-13,First Class,Medium,SP-20650
SF-2013-10000,2023-10-29,2023-10-29,Same Day,Medium,NB-8580
ES-2014-1154298,2024-02-16,2024-02-22,Standard Class,Medium,JK-15625
IN-2012-75512,2022-03-22,2022-03-24,Second Class,Critical,GW-14605
ES-2014-5335914,2024-08-19,2024-08-21,First Class,Medium,BS-11800
IN-2012-10790,2022-10-23,2022-10-27,Standard Class,Medium,JE-15610
IN-2014-40967,2024-06-26,2024-07-02,Standard Class,Medium,DW-13195
US-2013-152415,2023-09-18,2023-09-23,Standard Class,Medium,PO-18865
ES-2011-5384617,2021-05-11,2021-05-13,Second Class,High,SP-20650
MX-2014-136133,2024-05-16,2024-05-20,Standard Class,High,KM-16225
MX-2012-113201,2022-09-13,2022-09-17,Standard Class,High,KB-16405
ID-2012-48541,2022-07-12,2022-07-18,Standard Class,Medium,TP-21415
IN-2014-56353,2024-06-11,2024-06-16,Second Class,Medium,VM-21835
ID-2012-47190,2022-02-13,2022-02-15,Second Class,High,VG-21805
MX-2012-169355,2022-10-17,2022-10-21,Second Class,Medium,CY-12745
ES-2014-4029308,2024-09-25,2024-10-02,Standard Class,Medium,NG-18430
CA-2011-150301,2021-07-08,2021-07-10,First Class,High,MH-18025
HR-2012-3240,2022-08-06,2022-08-07,First Class,Critical,ME-7725
ES-2011-1290469,2021-04-04,2021-04-06,First Class,Medium,MM-18280
ES-2014-1173448,2024-01-22,2024-01-26,Standard Class,Medium,GD-14590
IN-2014-14129,2024-04-22,2024-04-26,Second Class,High,CJ-11875
ID-2014-82645,2024-02-04,2024-02-09,Standard Class,Medium,JC-15385
IS-2013-7640,2023-12-09,2023-12-13,Standard Class,High,KB-6405
US-2014-122077,2024-11-06,2024-11-12,Standard Class,Medium,AA-10645
ES-2013-1835691,2023-11-15,2023-11-19,Standard Class,High,ML-17410
IT-2013-2814803,2023-06-13,2023-06-16,First Class,High,RC-19825
ID-2011-85928,2021-06-15,2021-06-21,Standard Class,Medium,TS-21370
CA-2012-150308,2022-12-15,2022-12-20,Standard Class,Medium,RR-19525
MZ-2013-280,2023-06-24,2023-06-26,Second Class,Critical,DS-3030
MX-2013-147515,2023-10-29,2023-11-02,Standard Class,Medium,JE-16165
ID-2013-10468,2023-12-06,2023-12-11,Standard Class,Medium,TC-21145
CA-2014-140844,2024-06-20,2024-06-24,Standard Class,High,AR-10405
US-2014-135713,2024-11-25,2024-11-28,Second Class,High,SW-20275
ES-2014-1006059,2024-07-10,2024-07-14,Standard Class,High,KH-16360
ES-2013-1149984,2023-10-08,2023-10-15,Standard Class,Low,AH-10585
IN-2014-72460,2024-06-24,2024-06-27,First Class,Critical,BM-11575
IZ-2013-4830,2023-10-14,2023-10-20,Standard Class,Medium,SP-10920
US-2012-113103,2022-09-11,2022-09-15,Standard Class,Medium,WB-21850
IN-2013-10496,2023-08-21,2023-08-25,Standard Class,High,NW-18400
US-2014-100398,2024-08-20,2024-08-24,Standard Class,High,DO-13435
MO-2014-7900,2024-11-18,2024-11-22,Standard Class,Medium,DF-3135
US-2011-165281,2021-09-19,2021-09-25,Standard Class,Medium,HR-14830
ES-2014-4582301,2024-05-30,2024-06-04,Standard Class,Medium,JM-15655
CA-2014-103065,2024-10-21,2024-10-21,Same Day,Critical,PT-19090
NI-2012-6180,2022-09-04,2022-09-08,Standard Class,High,JO-5550
ES-2013-4487295,2023-06-07,2023-06-08,First Class,High,DK-13150
ES-2012-2651446,2022-10-18,2022-10-19,Same Day,High,MC-17275
IN-2014-85298,2024-12-17,2024-12-19,First Class,High,TT-21070
CA-2014-118402,2024-09-30,2024-10-05,Standard Class,Medium,JO-15280
MX-2014-164854,2024-09-15,2024-09-16,First Class,Critical,CR-12730
ES-2013-4435948,2023-09-12,2023-09-16,Standard Class,Medium,Dl-13600
LT-2011-7860,2021-05-13,2021-05-17,Second Class,High,MH-7440
HR-2014-2710,2024-08-13,2024-08-15,First Class,Medium,PB-9105
US-2013-101721,2023-08-12,2023-08-16,Standard Class,Medium,PO-18850
ES-2012-2155276,2022-03-24,2022-03-26,Second Class,Medium,GR-14560
CA-2013-142097,2023-10-16,2023-10-21,Standard Class,Medium,QJ-19255
CA-2013-143924,2023-07-29,2023-08-04,Standard Class,Low,SC-20680
CA-2011-131800,2021-12-30,2022-01-04,Standard Class,Medium,AJ-10960
LO-2011-6730,2021-12-24,2021-12-27,Second Class,Critical,DM-3525
IV-2012-7600,2022-09-21,2022-09-24,Second Class,Medium,TC-11145
ES-2011-2251272,2021-12-19,2021-12-24,Second Class,Medium,AS-10045
CA-2014-117422,2024-10-22,2024-10-26,Standard Class,Medium,FC-14245
CA-2014-146346,2024-06-18,2024-06-21,First Class,Medium,RA-19945
NI-2013-6950,2023-05-13,2023-05-18,Second Class,Medium,MT-7815
ES-2012-1342242,2022-08-21,2022-08-26,Standard Class,High,SC-20305
ES-2013-4986805,2023-09-23,2023-09-25,First Class,Medium,JK-15205
ES-2014-2210580,2024-06-22,2024-06-29,Standard Class,Medium,RB-19795
IN-2013-48128,2023-11-20,2023-11-24,Standard Class,Medium,EH-13945
ID-2012-65236,2022-08-28,2022-09-02,Standard Class,Medium,AA-10375
TU-2012-3230,2022-10-04,2022-10-11,Standard Class,Low,NF-8475
ES-2011-2087362,2021-05-04,2021-05-09,Standard Class,Medium,MH-17290
ES-2014-1681793,2024-04-03,2024-04-08,Standard Class,High,ER-13855
CM-2014-3130,2024-04-26,2024-05-01,Standard Class,High,LH-7155
MX-2014-130071,2024-12-22,2024-12-24,First Class,Critical,CB-12025
IN-2011-50060,2021-09-06,2021-09-13,Standard Class,Medium,MC-17575
ID-2012-32840,2022-08-13,2022-08-18,Standard Class,Medium,GZ-14470
TU-2011-5680,2021-09-27,2021-10-01,Standard Class,Medium,BM-1650
MX-2012-143469,2022-10-24,2022-10-28,Standard Class,Medium,DW-13480
IN-2013-22354,2023-02-11,2023-02-16,Standard Class,High,DW-13480
CA-2013-115224,2023-12-09,2023-12-12,Second Class,High,DB-13615
TU-2012-780,2022-09-03,2022-09-04,First Class,Medium,TH-11235
CA-2014-157903,2024-04-05,2024-04-09,Standard Class,Medium,AM-10705
CG-2011-4120,2021-06-20,2021-06-25,Standard Class,High,KN-6705
PL-2012-8610,2022-08-27,2022-08-31,Standard Class,Medium,JG-5115
MX-2013-126144,2023-09-09,2023-09-14,Standard Class,Medium,NF-18475
IN-2011-76198,2021-01-26,2021-02-01,Standard Class,Low,AA-10645
ID-2013-35458,2023-01-30,2023-02-05,Standard Class,Medium,BM-11785
MX-2011-152401,2021-10-12,2021-10-13,First Class,Critical,AT-10435
ES-2013-2527425,2023-09-20,2023-09-21,Same Day,Critical,FH-14350
IT-2012-2733319,2022-12-03,2022-12-05,First Class,Critical,HA-14920
ES-2011-5118812,2021-02-18,2021-02-23,Standard Class,Medium,AB-10165
IN-2014-39931,2024-10-16,2024-10-21,Standard Class,Medium,HG-14965
CA-2014-122735,2024-04-13,2024-04-16,Second Class,Critical,BD-11320
US-2013-161683,2023-12-04,2023-12-09,Standard Class,Medium,CJ-12010
IZ-2012-9240,2022-02-12,2022-02-18,Standard Class,Medium,FC-4335
NI-2013-3450,2023-12-26,2023-12-31,Second Class,Medium,EG-3900
RS-2014-6150,2024-10-18,2024-10-21,First Class,Medium,AR-825
MX-2013-163853,2023-09-19,2023-09-24,Standard Class,Medium,EB-14170
ES-2011-4257071,2021-08-19,2021-08-25,Standard Class,Low,PS-18970
ES-2013-1874583,2023-02-15,2023-02-15,Same Day,High,AG-10390
IN-2011-76961,2021-06-17,2021-06-23,Standard Class,Low,RE-19450
CA-2012-123092,2022-12-03,2022-12-07,Standard Class,High,JG-15115
RO-2014-340,2024-01-01,2024-01-04,First Class,High,LW-6825
UP-2012-6120,2022-01-14,2022-01-18,Standard Class,Medium,ON-8715
IN-2013-16495,2023-12-09,2023-12-13,Standard Class,High,DW-13195
IN-2013-24552,2023-08-02,2023-08-06,Standard Class,Medium,KC-16255
SA-2014-5210,2024-11-27,2024-11-29,Second Class,Medium,FW-4395
GG-2011-9830,2021-10-03,2021-10-05,First Class,Medium,BS-1590
ES-2012-4829315,2022-07-04,2022-07-06,Second Class,High,SO-20335
ID-2012-72544,2022-06-13,2022-06-15,First Class,Critical,AG-10675
IZ-2014-7360,2024-11-10,2024-11-12,Second Class,High,AA-645
MX-2014-168284,2024-10-25,2024-10-31,Standard Class,Medium,JE-15745
MX-2014-160080,2024-08-05,2024-08-09,Second Class,Medium,TB-21190
US-2013-110520,2023-10-11,2023-10-17,Standard Class,Medium,DS-13030
ID-2014-17265,2024-03-01,2024-03-05,Standard Class,Medium,KB-16240
ID-2012-23740,2022-08-14,2022-08-18,Standard Class,Medium,LC-16960
CG-2011-8400,2021-10-01,2021-10-06,Standard Class,High,AF-870
MD-2014-460,2024-09-13,2024-09-19,Standard Class,Medium,MC-7425
TU-2012-8070,2022-04-10,2022-04-13,First Class,High,CM-2655
ID-2014-86173,2024-06-18,2024-06-24,Standard Class,Medium,CS-12490
MX-2013-126039,2023-09-26,2023-09-29,Second Class,Medium,AS-10240
IT-2013-3328104,2023-08-13,2023-08-18,Standard Class,Medium,BS-11665
IN-2013-59216,2023-06-05,2023-06-09,Second Class,Medium,MD-17350
IN-2011-65964,2021-06-17,2021-06-19,Second Class,High,SW-20275
IN-2013-34205,2023-04-17,2023-04-21,Standard Class,High,ES-14020
MX-2011-109603,2021-11-20,2021-11-23,First Class,High,TB-21400
US-2014-116869,2024-12-13,2024-12-17,Standard Class,Medium,EH-13765
TU-2014-810,2024-04-16,2024-04-19,First Class,Critical,AY-555
MX-2012-102960,2022-06-16,2022-06-16,Same Day,High,MH-17290
ES-2013-1565126,2023-02-19,2023-02-24,Second Class,Medium,TC-20980
IN-2014-14913,2024-09-04,2024-09-10,Standard Class,Medium,TC-20980
IN-2014-13261,2024-01-19,2024-01-24,Standard Class,Medium,MC-18130
IN-2012-67609,2022-09-28,2022-10-02,Standard Class,Medium,MY-17380
MX-2011-133956,2021-03-10,2021-03-14,Standard Class,Medium,KD-16345
ES-2013-2571754,2023-12-04,2023-12-06,First Class,High,CW-11905
ES-2014-2739856,2024-02-26,2024-03-03,Standard Class,High,PT-19090
IN-2012-17363,2022-01-30,2022-02-03,Standard Class,Medium,TP-21415
ID-2012-67126,2022-06-20,2022-06-25,Second Class,Medium,SJ-20215
IN-2014-49675,2024-03-01,2024-03-06,Standard Class,Medium,LB-16795
IZ-2014-9280,2024-12-03,2024-12-09,Standard Class,Medium,MM-7920
CG-2013-5500,2023-08-16,2023-08-18,Second Class,Critical,KH-6360
US-2012-145849,2022-07-31,2022-08-07,Standard Class,Low,EB-13705
ES-2014-5060319,2024-04-25,2024-04-28,First Class,High,AB-10105
IN-2013-46966,2023-06-21,2023-06-27,Standard Class,Medium,KT-16465
US-2011-109162,2021-06-08,2021-06-12,Standard Class,Medium,KE-16420
ES-2014-4357014,2024-10-31,2024-11-03,First Class,High,KT-16465
IT-2012-5332220,2022-09-28,2022-09-30,Second Class,High,CA-12055
IN-2012-86124,2022-09-24,2022-09-25,First Class,Critical,SC-20305
CA-2013-146325,2023-12-15,2023-12-18,First Class,Medium,DS-13180
CA-2012-2740,2022-10-02,2022-10-07,Standard Class,Medium,NF-8475
US-2013-158743,2023-11-12,2023-11-16,Standard Class,High,AC-10450
US-2012-101399,2022-01-17,2022-01-24,Standard Class,Medium,JS-15940
US-2012-115966,2022-10-24,2022-10-30,Standard Class,Medium,CB-12025
MX-2013-153129,2023-09-09,2023-09-13,Standard Class,Medium,GM-14500
ES-2014-3625378,2024-12-10,2024-12-17,Standard Class,Medium,BP-11290
ES-2014-4407511,2024-01-29,2024-02-03,Standard Class,Medium,MF-18250
ID-2012-75141,2022-08-14,2022-08-20,Standard Class,Low,IM-15070
US-2013-103646,2023-04-22,2023-04-27,Standard Class,High,SP-20545
EG-2013-5690,2023-11-19,2023-11-21,Second Class,Medium,VW-11775
EG-2014-5490,2024-12-16,2024-12-20,Standard Class,Medium,KH-6510
IR-2012-1100,2022-09-02,2022-09-07,Standard Class,Medium,BF-1275
RS-2013-2890,2023-10-04,2023-10-10,Standard Class,Low,MM-8280
MX-2013-101266,2023-02-08,2023-02-10,Second Class,High,JK-15730
MX-2012-128167,2022-06-04,2022-06-08,Second Class,Medium,MC-18100
ES-2012-4435180,2022-01-06,2022-01-13,Standard Class,Low,SJ-20500
ES-2012-3770269,2022-08-22,2022-08-26,Standard Class,Medium,DK-13225
CA-2014-125381,2024-04-26,2024-04-28,Second Class,High,SG-20605
US-2014-145597,2024-11-03,2024-11-06,First Class,High,GG-14650
IN-2012-81728,2022-06-15,2022-06-18,Second Class,Critical,MS-17770
IN-2013-83772,2023-01-25,2023-01-30,Standard Class,Medium,TS-21205
MX-2011-168774,2021-06-07,2021-06-11,Standard Class,High,SC-20845
MX-2013-153094,2023-11-07,2023-11-13,Standard Class,Medium,IL-15100
MX-2011-106943,2021-10-13,2021-10-18,Standard Class,Medium,BO-11350
MX-2012-160843,2022-02-13,2022-02-19,Standard Class,Medium,PW-19030
ES-2012-1238144,2022-09-12,2022-09-14,Second Class,Medium,MH-17785
CA-2013-116344,2023-07-30,2023-08-03,Standard Class,High,JO-15145
CA-2014-126396,2024-09-09,2024-09-13,Second Class,Medium,AR-10345
CA-2014-145506,2024-06-04,2024-06-08,Standard Class,Medium,MO-17800
BO-2012-8820,2022-06-12,2022-06-12,Same Day,High,MM-8280
ES-2013-3059419,2023-11-06,2023-11-09,Second Class,Medium,RM-19675
IN-2011-25882,2021-07-23,2021-07-28,Standard Class,Medium,LD-16855
ID-2014-62289,2024-08-03,2024-08-07,Standard Class,Medium,RB-19645
IN-2013-22795,2023-12-25,2023-12-29,Standard Class,Medium,JC-15340
CA-2012-140221,2022-03-05,2022-03-09,Second Class,High,MS-17365
US-2013-158288,2023-11-27,2023-11-29,Second Class,High,EH-13945
RS-2011-2070,2021-12-28,2022-01-02,Standard Class,Medium,SB-10185
UP-2012-4910,2022-08-13,2022-08-17,Standard Class,High,JF-5415
RS-2013-8390,2023-08-01,2023-08-07,Standard Class,Low,CC-2100
MX-2012-134607,2022-04-14,2022-04-16,Second Class,Critical,PP-18955
ES-2014-2846503,2024-08-23,2024-08-26,First Class,Critical,RB-19435
ES-2012-1704393,2022-06-19,2022-06-23,Standard Class,Medium,TS-21370
CA-2012-4710,2022-05-30,2022-06-02,Second Class,High,EM-3960
MX-2013-129077,2023-07-09,2023-07-15,Standard Class,Medium,KB-16585
IN-2011-49752,2021-12-01,2021-12-04,Second Class,Medium,CB-12415
MX-2014-104304,2024-11-06,2024-11-11,Standard Class,Medium,MG-17875
US-2013-164399,2023-09-03,2023-09-08,Standard Class,High,LC-17050
ES-2012-1028780,2022-12-03,2022-12-07,Standard Class,Medium,JF-15190
IN-2011-62982,2021-03-30,2021-04-01,Second Class,Medium,VG-21790
IN-2012-71550,2022-08-24,2022-08-31,Standard Class,Medium,FW-14395
TU-2012-8250,2022-02-07,2022-02-11,Second Class,Medium,EM-4095
HR-2012-5400,2022-12-10,2022-12-17,Standard Class,Medium,BP-1290
AG-2013-5570,2023-05-01,2023-05-03,First Class,High,AH-75
US-2012-113523,2022-05-06,2022-05-10,Standard Class,Medium,KD-16615
US-2014-164049,2024-09-06,2024-09-08,First Class,Critical,KE-16420
IT-2012-4512208,2022-06-11,2022-06-16,Standard Class,Medium,MV-17485
ID-2014-55765,2024-06-04,2024-06-08,Standard Class,Medium,TZ-21445
ID-2013-52041,2023-03-07,2023-03-11,Standard Class,Medium,MS-17770
IN-2014-74532,2024-03-20,2024-03-22,Second Class,High,BN-11470
US-2014-130099,2024-10-29,2024-11-03,Standard Class,Medium,FW-14395
ID-2013-80552,2023-07-12,2023-07-17,Standard Class,Medium,AW-10840
ES-2013-5762848,2023-10-04,2023-10-10,Standard Class,Medium,JP-15460
IN-2014-18777,2024-09-04,2024-09-08,Standard Class,Medium,MZ-17515
ID-2013-68022,2023-09-08,2023-09-09,First Class,Critical,SP-20650
US-2014-134642,2024-02-26,2024-03-02,Standard Class,Medium,SW-20245
MO-2012-4400,2022-01-19,2022-01-24,Standard Class,Medium,PF-9120
MX-2014-155096,2024-09-24,2024-09-29,Standard Class,Medium,TB-21190
US-2014-126879,2024-10-30,2024-11-05,Standard Class,Medium,GZ-14470
ES-2013-4771203,2023-09-07,2023-09-12,Standard Class,Medium,AH-10465
CA-2013-122448,2023-06-10,2023-06-15,Standard Class,Medium,DB-13210
MO-2012-7930,2022-01-17,2022-01-22,Standard Class,Medium,JH-6180
TU-2011-6830,2021-10-19,2021-10-23,Standard Class,High,DW-3195
CA-2011-129574,2021-05-26,2021-05-29,First Class,High,Dp-13240
IZ-2012-7690,2022-02-06,2022-02-09,First Class,Medium,IG-5085
TO-2013-5240,2023-12-26,2023-12-28,Second Class,Medium,LH-7020
MX-2012-122224,2022-12-24,2022-12-28,Standard Class,High,KM-16660
ES-2014-3088059,2024-05-12,2024-05-18,Standard Class,Medium,MZ-17335
CA-2012-100454,2022-11-20,2022-11-25,Standard Class,Medium,BM-11650
IR-2012-3950,2022-09-25,2022-09-28,Second Class,Medium,RD-9480
UP-2013-9960,2023-08-19,2023-08-25,Standard Class,Medium,BF-1275
TU-2013-3310,2023-09-19,2023-09-23,Second Class,Medium,SC-10020
MX-2011-166562,2021-06-25,2021-06-30,Standard Class,High,PK-19075
CA-2013-112739,2023-09-03,2023-09-08,Second Class,Medium,RD-19810
NI-2014-4660,2024-11-18,2024-11-20,Second Class,High,TA-11385
MX-2014-103765,2024-06-16,2024-06-21,Standard Class,High,CR-12580
US-2014-130393,2024-09-17,2024-09-22,Standard Class,Medium,JR-16210
MX-2014-141201,2024-09-11,2024-09-16,Standard Class,High,TB-21175
MX-2011-126648,2021-06-27,2021-07-04,Standard Class,Medium,CD-12280
ES-2014-2012335,2024-08-26,2024-09-02,Standard Class,Low,JL-15235
ES-2011-4993245,2021-09-08,2021-09-12,Standard Class,Medium,RC-19960
IN-2011-17062,2021-09-19,2021-09-20,First Class,High,BT-11395
ID-2013-83065,2023-11-25,2023-12-01,Standard Class,Medium,BO-11350
CA-2014-104080,2024-03-09,2024-03-16,Standard Class,Medium,AH-10210
KE-2014-7410,2024-11-10,2024-11-13,Second Class,Medium,JC-5385
MX-2013-113418,2023-03-04,2023-03-08,Standard Class,Medium,CC-12220
MX-2011-162523,2021-06-28,2021-07-05,Standard Class,Medium,TT-21460
ES-2011-1520567,2021-04-20,2021-04-26,Standard Class,Medium,SW-20275
ES-2013-2546560,2023-08-02,2023-08-06,Standard Class,Medium,RA-19945
IN-2012-77871,2022-06-30,2022-07-02,Second Class,High,DK-13090
MO-2013-3010,2023-01-25,2023-01-26,First Class,Medium,PG-8895
US-2012-131212,2022-08-03,2022-08-05,First Class,High,LB-16735
MX-2012-113306,2022-10-29,2022-11-02,Standard Class,Medium,BP-11095
MX-2014-113019,2024-05-20,2024-05-23,First Class,High,EN-13780
IN-2014-10475,2024-07-11,2024-07-14,Second Class,Critical,TH-21100
MX-2012-162222,2022-07-25,2022-07-29,Standard Class,Medium,TS-21205
ID-2014-35521,2024-06-16,2024-06-18,Second Class,High,MS-17770
IN-2011-20800,2021-03-18,2021-03-22,Standard Class,High,AS-10240
CA-2014-107125,2024-11-28,2024-12-03,Standard Class,High,BD-11320
NI-2014-9180,2024-07-22,2024-07-25,First Class,Critical,EC-4050
ID-2011-73482,2021-11-14,2021-11-16,First Class,High,OT-18730
CA-2014-122700,2024-11-27,2024-12-01,Standard Class,Medium,LT-17110
SG-2014-5940,2024-12-10,2024-12-16,Standard Class,Medium,BE-1410
MX-2011-157000,2021-08-11,2021-08-16,Second Class,Medium,KH-16360
ES-2013-1610512,2023-01-29,2023-01-31,Second Class,Medium,FW-14395
ES-2012-1885168,2022-08-06,2022-08-11,Second Class,Medium,DM-13015
IN-2011-58950,2021-06-20,2021-06-23,Second Class,Medium,JM-15265
IN-2012-48303,2022-05-05,2022-05-10,Standard Class,High,JB-15400
IN-2014-50480,2024-10-10,2024-10-16,Standard Class,Low,JW-15955
MX-2014-134922,2024-07-02,2024-07-07,Second Class,High,RW-19630
ES-2012-4508011,2022-09-28,2022-10-04,Standard Class,Medium,BD-11500
ES-2014-3283249,2024-05-28,2024-05-30,Second Class,High,FH-14350
ES-2013-4858481,2023-10-11,2023-10-15,Standard Class,Medium,NC-18625
IN-2012-30684,2022-10-18,2022-10-23,Standard Class,Medium,LW-16990
ID-2013-60483,2023-06-18,2023-06-22,Standard Class,Medium,DW-13585
BY-2012-8590,2022-11-14,2022-11-20,Standard Class,Medium,KA-6525
IT-2012-3761235,2022-03-23,2022-03-28,Standard Class,Medium,AA-10375
ES-2013-1484456,2023-05-10,2023-05-15,Second Class,Medium,AC-10420
IT-2014-5912011,2024-08-26,2024-08-29,First Class,Medium,HG-14845
CA-2014-168396,2024-08-04,2024-08-09,Second Class,Medium,BD-11725
CG-2011-9940,2021-12-12,2021-12-16,Standard Class,Medium,AZ-750
MX-2012-118248,2022-10-22,2022-10-24,Second Class,High,LB-16735
IT-2013-5465664,2023-09-09,2023-09-15,Standard Class,Low,JB-15400
IN-2014-35115,2024-10-13,2024-10-17,Standard Class,Medium,CM-12235
PL-2011-4070,2021-09-16,2021-09-21,Standard Class,Medium,PH-8790
ES-2014-3157402,2024-06-02,2024-06-07,Standard Class,Medium,RF-19735
CA-2014-132934,2024-06-21,2024-06-27,Standard Class,Medium,JE-15475
CA-2014-124086,2024-02-11,2024-02-15,Standard Class,Medium,MP-18175
CA-2011-105872,2021-05-30,2021-06-06,Standard Class,Low,JG-15160
BU-2013-3760,2023-11-05,2023-11-07,Second Class,High,LF-7185
MX-2014-105872,2024-02-06,2024-02-10,Standard Class,High,DC-12850
MX-2011-166317,2021-12-26,2021-12-30,Standard Class,High,BD-11725
ES-2012-1491373,2022-02-09,2022-02-13,Standard Class,Medium,EB-13840
US-2013-131205,2023-02-04,2023-02-08,Standard Class,Medium,BB-10990
US-2012-148425,2022-06-21,2022-06-28,Standard Class,Low,AB-10105
ES-2014-3935353,2024-10-13,2024-10-17,Standard Class,Medium,GA-14515
TU-2013-8610,2023-05-08,2023-05-10,Second Class,Medium,AW-840
